GENRE ERROR Film 	id = H2        	title = Number Thirteen                                   	year = 1922    	director = Hitchcock           	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiR30     	title = Euraka                                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiR31     	title = Insignificance                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiR42     	title = Track 29                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NJ6       	title = The Russians are Coming, the Russians are Coming  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NJ12      	title = Jesus Christ Superstar                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NJ14      	title = F.I.S.T.                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NJ15      	title = And Justice for All                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NJ16      	title = Best Friends                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NJu3      	title = Law and Order                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NJu20     	title = Siege of the Saxons                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NkM10     	title = Bank Robber                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NKp12     	title = La Fianc\'ee du Pirate                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NLB12     	title = Nurse Betty                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NML10     	title = Topper Takes a Trip                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NML26     	title = The Paleface                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NNo2      	title = Best Friends                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NNo5      	title = Dreamer                                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NoL20     	title = Chamber of Horrors                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = Nos12     	title = Shinjuku Dorobo Nikki                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NSi10     	title = The Star Spangled Girl                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NSv10     	title = Household Saints                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NT40      	title = Mad About Music                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NuJ1      	title = Night People                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NuJ2      	title = Black Widow                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NuJ3      	title = How to Be Very Very Popular                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NuJ4      	title = The Man in The Gray Flannel Suit                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NuJ6      	title = The Three Faces of Eve                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NuJ7      	title = The Man Who Understood Women                      	year = null    	director = null                	rating = 0.00	genres = []
