No. of Films read '7958'.
Film 	id = HCP6      	title = The Story of Vernon and Irene Castle              	year = 1939    	director = H.Potter            	rating = 0.00	genres = [5-Biography, 15-Musical]
Film 	id = CBw31     	title = The Gorgeous Hussy                                	year = 1936    	director = Cl.Brown            	rating = 0.00	genres = [18-Romance, 5-Biography]
Film 	id = CBw30     	title = Ah Wilderness                                     	year = 1935    	director = Cl.Brown            	rating = 0.00	genres = [6-Comedy]
Film 	id = ASt10     	title = Ankhon Mein Tum Ho                                	year = 1998    	director = Samanta             	rating = 0.00	genres = [49-Romantic Drama]
Film 	id = NKp30     	title = Adolph Gance and his Napoleon                     	year = 1986    	director = N.Kaplan            	rating = 0.00	genres = [8-Documentary]
Film 	id = ERz21     	title = Heimat II: Time of Silence                        	year = 1992    	director = Reitz               	rating = 0.00	genres = [9-Drama]
Film 	id = GOu35     	title = L'As des As                                       	year = 1980    	director = Oury                	rating = 0.00	genres = [9-Drama]
Film 	id = JDh5      	title = Babes in Toyland                                  	year = 1961    	director = Donohue             	rating = 0.00	genres = [11-Fantasy]
Film 	id = CCG24     	title = Mad City                                          	year = 1998    	director = CostaGavras         	rating = 0.00	genres = [9-Drama]
Film 	id = ERz19     	title = Heimat II: Eternal Daughter                       	year = 1992    	director = Reitz               	rating = 0.00	genres = [9-Drama]
Film 	id = ERz18     	title = Heimat II: The Wedding                            	year = 1992    	director = Reitz               	rating = 0.00	genres = [9-Drama]
Film 	id = ESl30     	title = There's Always Tomorrow                           	year = 1934    	director = Sloman              	rating = 0.00	genres = [9-Drama]
Film 	id = AL27      	title = The Journey                                       	year = 1959    	director = Litvak              	rating = 0.00	genres = [9-Drama]
Film 	id = AL26      	title = Anastasia                                         	year = 1956    	director = Litvak              	rating = 0.00	genres = [5-Biography]
Film 	id = HrH1      	title = Im Kreise der Lieben                              	year = 1991    	director = Huntgeburth         	rating = 0.00	genres = [6-Comedy, 29-Noir]
Film 	id = CBw48     	title = Angels in the Outfield                            	year = 1952    	director = Cl.Brown            	rating = 0.00	genres = [6-Comedy, 18-Romance]
Film 	id = AL21      	title = Sorry Wrong Number                                	year = 1948    	director = Litvak              	rating = 0.00	genres = [24-Suspense]
Film 	id = AL22      	title = The Snake Pit                                     	year = 1948    	director = Litvak              	rating = 0.00	genres = [9-Drama]
Film 	id = CBw45     	title = Intruder in the Dust                              	year = 1949    	director = Cl.Brown            	rating = 0.00	genres = [9-Drama]
Film 	id = GLa2      	title = Le Journal Tombe a Cinq Heures                    	year = 1942    	director = Lacombe             	rating = 0.00	genres = [18-Romance]
Film 	id = CBw43     	title = The Yearling                                      	year = 1946    	director = Cl.Brown            	rating = 0.00	genres = [9-Drama]
Film 	id = CBw42     	title = National Velvet                                   	year = 1945    	director = Cl.Brown            	rating = 0.00	genres = [9-Drama]
Film 	id = CBw41     	title = The White Cliffs of Dover                         	year = 1944    	director = Cl.Brown            	rating = 0.00	genres = [18-Romance, 26-Epic]
Film 	id = NKp22     	title = Charles et Lucie                                  	year = 1979    	director = N.Kaplan            	rating = 0.00	genres = [9-Drama, 18-Romance]
Film 	id = ERz10     	title = Heimat                                            	year = 1984    	director = Reitz               	rating = 0.00	genres = [9-Drama]
Film 	id = IdL3      	title = Hard, Fast and Beautiful                          	year = 1951    	director = Lupino              	rating = 0.00	genres = [9-Drama, 18-Romance]
Film 	id = JWH10     	title = The Third Eye                                     	year = 1920    	director = Horne               	rating = 0.00	genres = [6-Comedy]
Film 	id = IdL2      	title = Outrage                                           	year = 1950    	director = Lupino              	rating = 0.00	genres = [9-Drama]
Film 	id = DBy4      	title = Talk About a Stranger                             	year = 1952    	director = Bradley             	rating = 0.00	genres = [29-Noir]
Film 	id = DBy2      	title = Julius Ceasar                                     	year = 1950    	director = Bradley             	rating = 0.00	genres = [9-Drama]
Film 	id = PtZ10     	title = Die Kurve                                         	year = 1961    	director = Zadek               	rating = 0.00	genres = [24-Suspense]
Film 	id = DBy1      	title = Perr Gynt                                         	year = 1941    	director = Bradley             	rating = 0.00	genres = [9-Drama]
Film 	id = FWa10     	title = When a Stranger Calls                             	year = 1979    	director = Walton              	rating = 0.00	genres = [24-Suspense]
Film 	id = DTa150    	title = Ride the Wild Surf                                	year = 1964    	director = D.Taylor            	rating = 0.00	genres = [18-Romance]
Film 	id = CBw18     	title = Romance                                           	year = 1930    	director = Cl.Brown            	rating = 0.00	genres = [18-Romance]
Film 	id = CBw17     	title = Anna Christie                                     	year = 1930    	director = Cl.Brown            	rating = 0.00	genres = [9-Drama]
Film 	id = IHu22     	title = Uncle Buck                                        	year = 1989    	director = J.Hughes            	rating = 0.00	genres = [6-Comedy]
Film 	id = CBw15     	title = A Woman of Affairs                                	year = 1928    	director = Cl.Brown            	rating = 0.00	genres = [9-Drama]
Film 	id = NcC10     	title = Claire of the Moon                                	year = 1992    	director = Conn                	rating = 0.00	genres = [30-Porn]
Film 	id = CBw12     	title = Flesh and the Devil                               	year = 1926    	director = Cl.Brown            	rating = 0.00	genres = [9-Drama]
Film 	id = EGz10     	title = Anthony and Cleopatra                             	year = 1913    	director = Guazzoni            	rating = 0.00	genres = [9-Drama]
Film 	id = NKp10     	title = Le Regard Picasso                                 	year = 1969    	director = N.Kaplan            	rating = 0.00	genres = [8-Documentary]
Film 	id = IHu25     	title = Curly Sue                                         	year = 1991    	director = J.Hughes            	rating = 0.00	genres = [18-Romance]
Film 	id = MlC15     	title = The Lost Continent                                	year = 1968    	director = Carreras            	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = GeS17     	title = The Lady and the Monster                          	year = 1943    	director = G.Sherman           	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = MlC10     	title = Prehistoric Women                                 	year = 1967    	director = Carreras            	rating = 0.00	genres = [30-Porn]
Film 	id = RoF1      	title = Nanook of the North                               	year = 1920    	director = R.Flaherty          	rating = 0.00	genres = [8-Documentary]
