No of Films read '8183'.
Film 	id = H1        	title = Always Tell Your Wife                             	year = 1922    	director = Hitchcock           	rating = 0.00	genres = ['Dram', ]
Film 	id = YMZ20     	title = Ju Dou                                            	year = 1990    	director = YM.Zhang            	rating = 0.00	genres = ['Dram', ]
Film 	id = YMZ22     	title = Raise the Red Lantern                             	year = 1992    	director = YM.Zhang            	rating = 0.00	genres = ['Dram', ]
Film 	id = YMZ24     	title = The Story of Qiu Ju                               	year = 1993    	director = YM.Zhang            	rating = 0.00	genres = ['Comd', ]
Film 	id = YMZ26     	title = To Live                                           	year = 1994    	director = YM.Zhang            	rating = 0.00	genres = ['Dram', ]
Film 	id = AbF12     	title = Driller Killer                                    	year = 1982    	director = Ferrara             	rating = 0.00	genres = ['Horr', ]
Film 	id = AbF14     	title = China Girl                                        	year = 1983    	director = Ferrara             	rating = 0.00	genres = ['Horr', ]
Film 	id = AbF20     	title = King of New York                                  	year = 1990    	director = Ferrara             	rating = 0.00	genres = ['Actn', ]
Film 	id = AbF25     	title = Bad Luitenant                                     	year = 1992    	director = Ferrara             	rating = 0.00	genres = ['CnRb', ]
Film 	id = AbF27     	title = Body Snatchers                                    	year = 1994    	director = Ferrara             	rating = 0.00	genres = ['Horr', , 'ScFi', ]
Film 	id = AnB5      	title = Honeymoon in Vegas                                	year = 1981    	director = A.Bergman           	rating = 0.00	genres = ['Comd', ]
Film 	id = AnB10     	title = So Fine                                           	year = 1981    	director = A.Bergman           	rating = 0.00	genres = ['Actn', , 'Comd', ]
Film 	id = AnB20     	title = The Freshman                                      	year = 1990    	director = A.Bergman           	rating = 0.00	genres = ['Comd', ]
Film 	id = AnB26     	title = Striptease                                        	year = 1996    	director = A.Bergman           	rating = 0.00	genres = ['Comd', , 'Porn', ]
Film 	id = BoL10     	title = Meatballs 4                                       	year = 1981    	director = B.Logan             	rating = 0.00	genres = ['Comd', , 'Porn', ]
Film 	id = BSe10     	title = Dial M for Murder                                 	year = 1981    	director = B.Segal             	rating = 0.00	genres = ['Susp', ]
Film 	id = BSe20     	title = Night Gallery                                     	year = 1981    	director = Barry Shear         	rating = 0.00	genres = ['Susp', ]
Film 	id = BDC8      	title = Galaxy of Terror                                  	year = 1981    	director = B.D.Clark           	rating = 0.00	genres = ['ScFi', ]
Film 	id = BiP10     	title = Serial                                            	year = 1981    	director = Persky              	rating = 0.00	genres = ['Comd', ]
Film 	id = CaG1      	title = Caveman                                           	year = 1981    	director = Gottlieb            	rating = 0.00	genres = ['Comd', ]
Film 	id = CBe10     	title = Death of a Centerfold: the Dorothy Stratten Story 	year = 1981    	director = Ch.Beaumont         	rating = 0.00	genres = ['Dram', , 'BioP', ]
Film 	id = DDa10     	title = Clash of the Titans                               	year = 1981    	director = Davis               	rating = 0.00	genres = ['Fant', ]
Film 	id = DSh10     	title = Heartaches                                        	year = 1981    	director = Shebib              	rating = 0.00	genres = ['Romt', ]
Film 	id = DSt10     	title = Paternity                                         	year = 1981    	director = D.Steinberg         	rating = 0.00	genres = ['Romt', ]
Film 	id = DuM5      	title = Montenegro                                        	year = 1981    	director = Makavejev           	rating = 0.00	genres = ['porn', ]
Film 	id = DuM10     	title = The Coca-Cola Kid                                 	year = 1985    	director = Makavejev           	rating = 0.00	genres = ['Comd', ]
Film 	id = DuM20     	title = Gorilla Bathes at Noon                            	year = 1993    	director = Makavejev           	rating = 0.00	genres = ['Dram', ]
Film 	id = ErD10     	title = Green Ice                                         	year = 1981    	director = E.Day               	rating = 0.00	genres = ['Susp', ]
Film 	id = ETi10     	title = Improper Channels                                 	year = 1981    	director = Till                	rating = 0.00	genres = ['Dram', ]
Film 	id = Eti20     	title = Murder at my Door                                 	year = 1996    	director = Till                	rating = 0.00	genres = ['Dram', ]
Film 	id = FHe10     	title = Basket Case                                       	year = 1981    	director = Hennenlotter        	rating = 0.00	genres = ['Horr', ]
Film 	id = FHe30     	title = Basket Case II                                    	year = 1990    	director = Hennenlotter        	rating = 0.00	genres = ['Horr', ]
Film 	id = FHe31     	title = Frankenhooker                                     	year = 1990    	director = Hennenlotter        	rating = 0.00	genres = ['Horr', ]
Film 	id = FLg10     	title = Fear No Evil                                      	year = 1981    	director = Laloggia            	rating = 0.00	genres = ['Horr', ]
Film 	id = FRo10     	title = Lords of Discipline                               	year = 1981    	director = Roddam              	rating = 0.00	genres = ['Dram', ]
Film 	id = FRo20     	title = K2                                                	year = 1991    	director = Roddam              	rating = 0.00	genres = ['Docu', ]
Film 	id = Fro28     	title = Cleopatra                                         	year = 1999    	director = Roddam              	rating = 0.00	genres = ['Hist', ]
Film 	id = FrV20     	title = Les Fugitifs                                      	year = 1986    	director = Veber               	rating = 0.00	genres = ['CnRb', ]
Film 	id = GrB4      	title = The Final Conflict                                	year = 1981    	director = G.Baker             	rating = 0.00	genres = ['Horr', ]
Film 	id = GrB10     	title = Alien Nation                                      	year = 1988    	director = G.Baker             	rating = 0.00	genres = ['ScFi', , 'CA', ]
Film 	id = HAv10     	title = Mortuary                                          	year = 1981    	director = Avedis              	rating = 0.00	genres = ['Horr', ]
Film 	id = IG1       	title = For Your Eyes Only                                	year = 1981    	director = Glen                	rating = 0.00	genres = ['Advt', ]
Film 	id = IG2       	title = Octopussy                                         	year = 1983    	director = Glen                	rating = 0.00	genres = ['Advt', ]
Film 	id = IG3       	title = A View to A Kill                                  	year = 1985    	director = Glen                	rating = 0.00	genres = ['Advt', ]
Film 	id = IG4       	title = The Living Daylights                              	year = 1985    	director = Glen                	rating = 0.00	genres = ['Advt', ]
Film 	id = IG5       	title = License Revoked                                   	year = 1988    	director = Glen                	rating = 0.00	genres = ['Advt', ]
Film 	id = IG6       	title = License To Kill                                   	year = 1989    	director = Glen                	rating = 0.00	genres = ['Advt', ]
Film 	id = JCL10     	title = Visiting Hours                                    	year = 1981    	director = J.Lord              	rating = 0.00	genres = ['Susp', , 'Actn', ]
Film 	id = JCp15     	title = Hawmps                                            	year = 1982    	director = Camp                	rating = 0.00	genres = ['Advt', ]
Film 	id = JJB1      	title = Diva                                              	year = 1981    	director = Beineix             	rating = 0.00	genres = ['Romt', , 'Susp', ]
Film 	id = JJB10     	title = The Moon in the Gutter                            	year = 1985    	director = Beineix             	rating = 0.00	genres = ['Dram', ]
Film 	id = JJB15     	title = 37.2 le Matin                                     	year = 1986    	director = Beineix             	rating = 0.00	genres = ['Porn', ]
